t,t0,treatment_period,yit,country,x_temp
17440,0,0,9348849,poland,49.662
17440,0,0,2147548,portugal,69.58
17440,0,0,1938420,romania,54.265
17440,0,0,300492,slovakia,53.742
17440,0,0,304403,slovenia,51.625
17440,0,0,8918484,spain,64.879
17471,0,0,1227242.75,austria,42.632
17471,0,0,2112684,belgium,43.919
17471,0,0,1857675,bulgaria,40.715
17471,0,0,3446225,czech_republic,40.599
17471,0,0,805721,denmark,41.726
17471,0,0,697152,estonia,37.786
17471,0,0,1004673,finland,38.412
17471,0,0,5909851,france,45.313
17471,0,0,18103634,germany,42.374
17471,0,0,2653195,greece,56.978
17471,0,0,1206599.75,hungary,42.264
17471,0,0,101035,latvia,NA
17471,0,0,56919,lithuania,37.387
17471,0,0,31029.25,luxembourg,40.891
17471,0,0,5734459.5,netherlands,45.437
17471,0,0,219028,norway,34.262
17471,0,0,9941685,poland,40.681
17471,0,0,2260279,portugal,58.16
17471,0,0,2290158,romania,44.783
17471,0,0,304790,slovakia,42.426
17471,0,0,321307,slovenia,40.538
17471,0,0,10012564,spain,49.698
17501,0,0,1031474.25,austria,37.417
17501,0,0,1911557,belgium,39.982
17501,0,0,1727080,bulgaria,33.932
17501,0,0,3035901,czech_republic,35.66
17501,0,0,813635,denmark,38.62
17501,0,0,587575,estonia,34.43
17501,0,0,1270149,finland,34.311
17501,0,0,4980839,france,41.108
17501,0,0,14731374,germany,38.336
17501,0,0,2374586,greece,52.499
17501,0,0,963658.25,hungary,35.966
17501,0,0,82247,latvia,NA
17501,0,0,51636,lithuania,32.968
17501,0,0,32096.75,luxembourg,37.062
17501,0,0,5390412,netherlands,40.748
17501,0,0,217842,norway,27.637
17501,0,0,9356735,poland,36.182
17501,0,0,1924722,portugal,52.78
17501,0,0,2249075,romania,39.045
17501,0,0,278632,slovakia,36.833
17501,0,0,295919,slovenia,33.001
17501,0,0,8220442,spain,43.228
17532,0,0,1241515.5,austria,39.33
17532,0,0,1431813,belgium,42.574
17532,0,0,1819332,bulgaria,33.863
17532,0,0,3240413,czech_republic,37.658
17532,0,0,1020977,denmark,36.44
17532,0,0,744691,estonia,29.43
17532,0,0,1526655,finland,28.741
17532,0,0,2971085,france,45.167
17532,0,0,17819103.25,germany,38.256
17532,0,0,2557060,greece,49.778
17532,0,0,990950,hungary,37.3
17532,0,0,180091,latvia,NA
17532,0,0,42507,lithuania,27.149
17532,0,0,32719.5,luxembourg,40.007
17532,0,0,5217757,netherlands,41.968
17532,0,0,226711,norway,27.519
17532,0,0,9917174,poland,33.049
17532,0,0,2199128,portugal,52.99
17532,0,0,2536514,romania,34.406
17532,0,0,305761,slovakia,38.339
17532,0,0,345700,slovenia,37.9
17532,0,0,6889804,spain,43.368
17563,0,0,1297393.75,austria,30.46
17563,0,0,1720817,belgium,33.959
17563,0,0,1633711,bulgaria,36.132
17563,0,0,3164719,czech_republic,28.088
17563,0,0,1227394,denmark,29.82
17563,0,0,696261,estonia,19.931
17563,0,0,1624163,finland,17.905
17563,0,0,5143563,france,34.392
17563,0,0,21498509,germany,30.06
17563,0,0,2158691,greece,51.73
17563,0,0,867140.75,hungary,32.088
17563,0,0,299601,latvia,NA
17563,0,0,37152,lithuania,19.927
17563,0,0,29895.5,luxembourg,29.485
17563,0,0,5322465.5,netherlands,33.888
17563,0,0,201123,norway,22.999
17563,0,0,10023779,poland,25.82
17563,0,0,1823710,portugal,51.946
17563,0,0,2326701,romania,34.432
17563,0,0,286036,slovakia,30.382
17563,0,0,395681,slovenia,28.927
17563,0,0,6471221,spain,41.09
17591,0,0,1017145.25,austria,37.871
17591,0,0,1576676,belgium,41.882
17591,0,0,1461948,bulgaria,42.859
17591,0,0,3539025,czech_republic,34.904
17591,0,0,1379557,denmark,32.014
17591,0,0,861702,estonia,25.456
17591,0,0,1798315,finland,23.404
17591,0,0,4169858,france,44.296
17591,0,0,20418543.25,germany,35.061
17591,0,0,1403478,greece,56.902
17591,0,0,723959.25,hungary,38.137
17591,0,0,279689,latvia,NA
17591,0,0,43216,lithuania,27.11
17591,0,0,26474,luxembourg,38.737
17591,0,0,4891880.25,netherlands,40.437
17591,0,0,218063,norway,25.655
17591,0,0,10219608,poland,33.712
17591,0,0,811845,portugal,54.583
17591,0,0,2049934,romania,38.901
17591,0,0,289224,slovakia,37.645
17591,0,0,390428,slovenia,37.405
17591,0,0,4193479,spain,46.322
17622,0,0,321118,austria,59.671
17622,0,0,1108640,belgium,54.509
17622,0,0,946016,bulgaria,58.894
17622,0,0,2485905,czech_republic,55.749
17622,0,0,858094,denmark,48.165
17622,0,0,714460,estonia,40.488
17622,0,0,1047919,finland,39.3
17622,0,0,1179668,france,55.471
17622,0,0,14952615.25,germany,55.684
17622,0,0,1319407,greece,63.09
17622,0,0,526406.25,hungary,60.242
17622,0,0,71032,latvia,NA
17622,0,0,37139,lithuania,49.711
17622,0,0,23661,luxembourg,53.335
17622,0,0,3986216,netherlands,53.308
17622,0,0,219206,norway,41.513
17622,0,0,8394341,poland,55.551
17622,0,0,707505,portugal,58.202
17622,0,0,1057809,romania,60.716
17622,0,0,261843,slovakia,59.49
17622,0,0,282912,slovenia,55.843
17622,0,0,4149802,spain,53.996
17652,0,0,153661,austria,65.206
17652,0,0,1210881,belgium,60.698
17652,0,0,1240823,bulgaria,63.879
17652,0,0,2577895,czech_republic,62.042
17652,0,0,481547,denmark,58.79
17652,0,0,523996,estonia,55.632
17652,0,0,585275,finland,55.484
17652,0,0,935530,france,60.433
17652,0,0,14536173.75,germany,63.02
17652,0,0,1847217,greece,71.22
17652,0,0,589490.25,hungary,66.7
17652,0,0,46043,latvia,NA
17652,0,0,40178,lithuania,60.773
17652,0,0,21261.75,luxembourg,60.152
17652,0,0,3618474.5,netherlands,60.82
17652,0,0,214829,norway,58.723
17652,0,0,8883390,poland,63.828
17652,0,0,1641059,portugal,62.849
17652,0,0,1424020,romania,66.608
17652,0,0,237142,slovakia,65.222
17652,0,0,148816,slovenia,61.681
17652,0,0,5779610,spain,60.59
17683,0,0,229316.25,austria,69.558
17683,0,0,1414586,belgium,63.341
17683,0,0,1266828,bulgaria,66.876
17683,0,0,2407420,czech_republic,64.786
17683,0,0,342287,denmark,62.54
17683,0,0,487177,estonia,57.395
17683,0,0,492329,finland,57.498
17683,0,0,1074871,france,65.486
17683,0,0,15622583.25,germany,66.633
17683,0,0,2120463,greece,76.73
17683,0,0,530095.75,hungary,69.183
17683,0,0,96675,latvia,NA
