wk,country,quantity_sum
2015-09-12,bulgaria,547728
2015-09-19,bulgaria,527130
2015-09-26,bulgaria,545322
2015-10-03,bulgaria,550243
2015-10-10,bulgaria,595942
2015-10-17,bulgaria,596387
2015-10-24,bulgaria,626013
2015-10-31,bulgaria,639527
2015-11-07,bulgaria,611424
2015-11-14,bulgaria,612413
2015-11-21,bulgaria,634642
2015-11-28,bulgaria,682712
2015-12-05,bulgaria,704859
2015-12-12,bulgaria,735023
2015-12-19,bulgaria,690690
2015-12-26,bulgaria,672862
2016-01-02,bulgaria,823457
2016-01-09,bulgaria,723108
2016-01-16,bulgaria,820239
2016-01-23,bulgaria,843874
2016-01-30,bulgaria,680793
2016-02-06,bulgaria,716504
2016-02-13,bulgaria,634623
2016-02-20,bulgaria,642127
2016-02-27,bulgaria,608131
2016-03-05,bulgaria,599627
2016-03-12,bulgaria,655742
2016-03-19,bulgaria,619541
2016-03-26,bulgaria,608410
2016-04-02,bulgaria,533327
2016-04-09,bulgaria,544757
2016-04-16,bulgaria,517397
2016-04-23,bulgaria,541931
2016-04-30,bulgaria,532345
2016-05-07,bulgaria,537348
2016-05-14,bulgaria,527179
2016-05-21,bulgaria,496459
2016-05-28,bulgaria,513723
2016-06-04,bulgaria,520682
2016-06-11,bulgaria,529143
2016-06-18,bulgaria,569480
2016-06-25,bulgaria,555103
2016-07-02,bulgaria,552605
2016-07-09,bulgaria,560116
2016-07-16,bulgaria,548990
2016-07-23,bulgaria,576355
2016-07-30,bulgaria,579171
2016-08-06,bulgaria,567969
2016-08-13,bulgaria,532504
2016-08-20,bulgaria,546992
2016-08-27,bulgaria,547560
2016-09-03,bulgaria,531374
2016-09-10,bulgaria,553468
2016-09-17,bulgaria,538019
2016-09-24,bulgaria,548440
2016-10-01,bulgaria,557802
2016-10-08,bulgaria,601882
2016-10-15,bulgaria,635809
2016-10-22,bulgaria,614072
2016-10-29,bulgaria,647018
2016-11-05,bulgaria,628576
2016-11-12,bulgaria,680907
2016-11-19,bulgaria,691915
2016-11-26,bulgaria,750511
2016-12-03,bulgaria,776796
2016-12-10,bulgaria,760638
2016-12-17,bulgaria,814738
2016-12-24,bulgaria,750899
2016-12-31,bulgaria,781487
2017-01-07,bulgaria,944530
2017-01-14,bulgaria,867141
2017-01-21,bulgaria,873846
2017-01-28,bulgaria,865831
2017-02-04,bulgaria,772316
2017-02-11,bulgaria,823132
2017-02-18,bulgaria,736246
2017-02-25,bulgaria,668745
2017-03-04,bulgaria,641003
2017-03-11,bulgaria,700358
2017-03-18,bulgaria,606274
2017-03-25,bulgaria,595104
2017-04-01,bulgaria,585703
2017-04-08,bulgaria,582243
2017-04-15,bulgaria,588170
2017-04-22,bulgaria,615815
2017-04-29,bulgaria,538415
2017-05-06,bulgaria,544228
2017-05-13,bulgaria,536525
2017-05-20,bulgaria,531392
2017-05-27,bulgaria,545971
2017-06-03,bulgaria,540015
2017-06-10,bulgaria,539639
2017-06-17,bulgaria,542772
2017-06-24,bulgaria,582213
2017-07-01,bulgaria,577959
2017-07-08,bulgaria,587262
2017-07-15,bulgaria,555360
2017-07-22,bulgaria,581846
2017-07-29,bulgaria,571274
2017-08-05,bulgaria,609841
2017-08-12,bulgaria,559597
2017-08-19,bulgaria,548441
2017-08-26,bulgaria,558646
2017-09-02,bulgaria,543457
2017-09-09,bulgaria,563781
2017-09-16,bulgaria,564194
2017-09-23,bulgaria,564360
2017-09-30,bulgaria,580662
2017-10-07,bulgaria,598365
2017-10-14,bulgaria,570949
2017-10-21,bulgaria,602210
2017-10-28,bulgaria,632552
2017-11-04,bulgaria,653782
2017-11-11,bulgaria,652111
2017-11-18,bulgaria,691154
2017-11-25,bulgaria,728461
2017-12-02,bulgaria,718913
2017-12-09,bulgaria,721650
2017-12-16,bulgaria,755538
2017-12-23,bulgaria,661189
2017-12-30,bulgaria,685619
2018-01-06,bulgaria,724449
2018-01-13,bulgaria,782360
2018-01-20,bulgaria,788546
2018-01-27,bulgaria,748119
2018-02-03,bulgaria,706767
2018-02-10,bulgaria,750046
2018-02-17,bulgaria,748143
2018-02-24,bulgaria,841755
2018-03-03,bulgaria,716065
2018-03-10,bulgaria,608135
2018-03-17,bulgaria,669721
2018-03-24,bulgaria,710132
2018-03-31,bulgaria,565547
2018-04-07,bulgaria,507552
2018-04-14,bulgaria,526698
2018-04-21,bulgaria,512242
2018-04-28,bulgaria,503954
2018-05-05,bulgaria,505430
2018-05-12,bulgaria,517479
2018-05-19,bulgaria,520745
2018-05-26,bulgaria,533102
2018-06-02,bulgaria,549321
2018-06-09,bulgaria,565823
2018-06-16,bulgaria,559423
2018-06-23,bulgaria,553423
2018-06-30,bulgaria,554306
2018-07-07,bulgaria,555433
2018-07-14,bulgaria,566488
2018-07-21,bulgaria,564264
2018-07-28,bulgaria,563559
2018-08-04,bulgaria,565861
2018-08-11,bulgaria,563920
2018-08-18,bulgaria,572211
2018-08-25,bulgaria,568777
2018-09-01,bulgaria,563063
2018-09-08,bulgaria,555516
2018-09-15,bulgaria,551988
2018-09-22,bulgaria,547769
2018-09-29,bulgaria,578493
2018-10-06,bulgaria,575083
2018-10-13,bulgaria,581575
2018-10-20,bulgaria,607001
2018-10-27,bulgaria,589842
2018-11-03,bulgaria,610295
2018-11-10,bulgaria,651886
2018-11-17,bulgaria,745347
2018-11-24,bulgaria,751738
2018-12-01,bulgaria,817004
2018-12-08,bulgaria,797002
2018-12-15,bulgaria,812219
2018-12-22,bulgaria,710120
2018-12-29,bulgaria,722602
2019-01-05,bulgaria,863388
2019-01-12,bulgaria,818935
2019-01-19,bulgaria,787240
2019-01-26,bulgaria,763862
2019-02-02,bulgaria,710358
2019-02-09,bulgaria,750329
2019-02-16,bulgaria,705681
2019-02-23,bulgaria,785965
2019-03-02,bulgaria,652681
2019-03-09,bulgaria,633436
2019-03-16,bulgaria,598964
2019-03-23,bulgaria,603719
2019-03-30,bulgaria,601559
2019-04-06,bulgaria,612028
2019-04-13,bulgaria,613497
2019-04-20,bulgaria,602757
2019-04-27,bulgaria,510310
2019-05-04,bulgaria,552015
2019-05-11,bulgaria,553309
2019-05-18,bulgaria,529305
2019-05-25,bulgaria,527312
2019-06-01,bulgaria,526717
2019-06-08,bulgaria,531942
2019-06-15,bulgaria,550148
2019-06-22,bulgaria,564042
2019-06-29,bulgaria,567697
2019-07-06,bulgaria,567991
2019-07-13,bulgaria,525793
2019-07-20,bulgaria,568656
2019-07-27,bulgaria,577707
2019-08-03,bulgaria,557690
2019-08-10,bulgaria,572917
2019-08-17,bulgaria,545996
2019-08-24,bulgaria,579795
2019-08-31,bulgaria,557116
2019-09-07,bulgaria,548623
2019-09-14,bulgaria,549639
2019-09-21,bulgaria,540050
2019-09-28,bulgaria,526064
2019-10-05,bulgaria,560363
2019-10-12,bulgaria,551427
2019-10-19,bulgaria,551878
2019-10-26,bulgaria,584278
2019-11-02,bulgaria,604472
2019-11-09,bulgaria,590775
2019-11-16,bulgaria,616220
2019-11-23,bulgaria,664851
2019-11-30,bulgaria,733016
2019-12-07,bulgaria,752744
2019-12-14,bulgaria,693496
2019-12-21,bulgaria,612708
2019-12-28,bulgaria,694572
2020-01-04,bulgaria,774583
2020-01-11,bulgaria,769127
2020-01-18,bulgaria,793021
2020-01-25,bulgaria,729138
2020-02-01,bulgaria,690954
2020-02-08,bulgaria,755217
2020-02-15,bulgaria,711775
2020-02-22,bulgaria,687622
2020-02-29,bulgaria,647468
2020-03-07,bulgaria,650418
2020-03-14,bulgaria,633408
2020-03-21,bulgaria,669545
2020-03-28,bulgaria,637209
2020-04-04,bulgaria,614929
2020-04-11,bulgaria,540744
2020-04-18,bulgaria,508947
2020-04-25,bulgaria,504971
2020-05-02,bulgaria,494150
2020-05-09,bulgaria,490670
2020-05-16,bulgaria,492054
2020-05-23,bulgaria,489493
2020-05-30,bulgaria,502481
2020-06-06,bulgaria,499874
2020-06-13,bulgaria,504666
2020-06-20,bulgaria,506599
2020-06-27,bulgaria,536548
2020-07-04,bulgaria,540016
2020-07-11,bulgaria,533609
2020-07-18,bulgaria,539057
2020-07-25,bulgaria,550289
2020-08-01,bulgaria,541626
2020-08-08,bulgaria,536335
2020-08-15,bulgaria,515310
2020-08-22,bulgaria,534281
2020-08-29,bulgaria,556943
2020-09-05,bulgaria,520311
2020-09-12,bulgaria,532451
2020-09-19,bulgaria,506353
2020-09-26,bulgaria,531158
2020-10-03,bulgaria,525344
2020-10-10,bulgaria,528711
2020-10-17,bulgaria,562964
2020-10-24,bulgaria,573299
2020-10-31,bulgaria,599158
2020-11-07,bulgaria,627861
2020-11-14,bulgaria,648495
2020-11-21,bulgaria,708038
2020-11-28,bulgaria,752448
2020-12-05,bulgaria,722919
2020-12-12,bulgaria,711628
2020-12-19,bulgaria,692294
2020-12-26,bulgaria,602527
2021-01-02,bulgaria,648863
2021-01-09,bulgaria,734093
2021-01-16,bulgaria,818285
2021-01-23,bulgaria,735492
2021-01-30,bulgaria,701588
2021-02-06,bulgaria,651357
2021-02-13,bulgaria,821907
2021-02-20,bulgaria,721466
2021-02-27,bulgaria,655865
2021-03-06,bulgaria,712332
